id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,Company_location,company_location_3Char,comp_size,Experience,Emply_Type,Country_Company,Country_Emply,Company_size,Category,Remote_Work,Machine_learning
282,2021,MI,PT,Data Engineer,59000,EUR,69741,NL,100,NL,NLD,L,Mid-level Intermediate ,Part-time ,Netherlands,Netherlands,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
283,2021,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,USA,M,Senior-level Expert ,Contract ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
284,2021,MI,FT,Research Scientist,69999,USD,69999,CZ,50,CZ,CZE,L,Mid-level Intermediate ,Full-time ,Czechia,Czechia,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
285,2021,SE,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,IND,L,Senior-level Expert ,Full-time ,India,India,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
286,2021,SE,FT,Head of Data,87000,EUR,102839,SI,100,SI,SVN,L,Senior-level Expert ,Full-time ,Slovenia,Slovenia,Large_Greater_than_250_Emp,Other,80-100%,Not ML
287,2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
288,2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,IT,50,IT,ITA,L,Mid-level Intermediate ,Full-time ,Italy,Italy,Large_Greater_than_250_Emp,Engineer,20-80%,ML Professional
289,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
290,2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
291,2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
292,2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
293,2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
294,2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
295,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
296,2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
297,2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
298,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
299,2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
300,2022,SE,FT,Data Scientist,90000,GBP,117789,GB,0,GB,GBR,M,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
301,2022,SE,FT,Data Scientist,80000,GBP,104702,GB,0,GB,GBR,M,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
302,2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
303,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
304,2022,EN,FT,Data Engineer,40000,GBP,52351,GB,100,GB,GBR,M,Entry-level Junior ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
305,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
306,2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
307,2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
308,2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
309,2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
310,2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
311,2022,MI,FT,Data Scientist,50000,GBP,65438,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
312,2022,MI,FT,Data Scientist,30000,GBP,39263,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
313,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
314,2022,MI,FT,Data Engineer,40000,GBP,52351,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
315,2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
316,2022,EN,FT,Data Engineer,35000,GBP,45807,GB,100,GB,GBR,M,Entry-level Junior ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
317,2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
318,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
319,2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
320,2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
321,2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
322,2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
323,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
324,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
325,2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
326,2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
327,2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
328,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
329,2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
330,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
331,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
332,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
333,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
334,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
335,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
336,2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
337,2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
338,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
339,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
340,2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
341,2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
342,2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
343,2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
344,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
345,2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
346,2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
347,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
348,2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
349,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
350,2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
351,2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
352,2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
353,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
354,2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,GBR,M,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
355,2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,GBR,M,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
356,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
357,2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
358,2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Other,80-100%,Not ML
359,2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Other,80-100%,Not ML
360,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
361,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
362,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
363,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
364,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
365,2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
366,2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
367,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,USA,S,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Analysis,0-20%,Not ML
368,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,USA,M,Executive-level Director,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
369,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
370,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
371,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,ML Professional
372,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,ML Professional
373,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,GRC,M,Mid-level Intermediate ,Full-time ,Greece,Greece,Medium_Between_50_and_250_Emp,Other,0-20%,Not ML
374,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,GRC,M,Mid-level Intermediate ,Full-time ,Greece,Greece,Medium_Between_50_and_250_Emp,Other,0-20%,Not ML
375,2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,CAN,S,Executive-level Director,Full-time ,Canada,Canada,Small_Less_than_50_Emp,Engineer,80-100%,Not ML
376,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
377,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
378,2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Other,80-100%,Not ML
379,2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Other,80-100%,Not ML
380,2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
381,2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
382,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
383,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
384,2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,IND,L,Executive-level Director,Full-time ,India,India,Large_Greater_than_250_Emp,Other,20-80%,ML Professional
385,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
386,2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,GBR,L,Entry-level Junior ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Engineer,80-100%,ML Professional
387,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
388,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
389,2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,ML Professional
390,2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,ML Professional
391,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
392,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
393,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
394,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
395,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
396,2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,DEU,M,Mid-level Intermediate ,Full-time ,Germany,France,Medium_Between_50_and_250_Emp,Engineer,80-100%,ML Professional
397,2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
398,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
399,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
400,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
401,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
402,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
403,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,0-20%,Not ML
404,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
405,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
406,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,USA,S,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Analysis,0-20%,Not ML
407,2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
408,2022,MI,FT,Data Analyst,40000,GBP,52351,GB,100,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
409,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
410,2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
411,2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
412,2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,GRC,M,Mid-level Intermediate ,Full-time ,Greece,Greece,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
413,2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,GRC,M,Mid-level Intermediate ,Full-time ,Greece,Greece,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
414,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
415,2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,GBR,M,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
416,2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
417,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,MEX,L,Senior-level Expert ,Full-time ,Mexico,Argentina,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
418,2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
419,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,ML Professional
420,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,ML Professional
421,2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
422,2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
423,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
